; China eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"因为 [leader_name] 确实对您感到非常满意"
PHRASE_request_troops_spy_Overlord					"万岁 [player_name]! 由于大批入侵者就要进攻他们的城市, 我们的密探预见到 [city_nameA] 很快将需要我们的援助."
PHRASE_request_troops_text_Overlord					"我的仆人 [player_name]!  我们担忧邪恶的邻近城市就要进攻我们的 [city_nameA], 因此要求您立刻派部队来帮助我们."
PHRASE_request_troops_remind_first_Overlord				"别忘了派部队来!  我们伟大的城市 [city_nameA] 需要他们!"
PHRASE_request_troops_remind_last_Overlord				"派出您的部队!  我们伟大的城市 [city_nameA] 马上就要用到他们了!"
PHRASE_request_troops_early_Overlord					"您的部队提前到达!  做得好!"
PHRASE_request_troops_comply_Overlord					"您的部队按时到达!  我们非常高兴!"
PHRASE_request_troops_late_Overlord					"您的部队到晚了!  下次您应该更积极点, 要不然....!"
PHRASE_request_troops_refuse_Overlord					"拒绝我!?!??!  您对我们一点儿用也没有!  或许我们应该强迫您!"
PHRASE_request_troops_lost_reason_Overlord				"由于您我们打了败仗!"
PHRASE_request_troops_no_reason_Overlord				"我们需要帮助"

PHRASE_CONDENSED_request_troops_title_Overlord					"[city_nameA] 要求派部队"
PHRASE_CONDENSED_request_troops_spy_Overlord					"密探报告 [city_nameA] 将被攻击"
PHRASE_CONDENSED_request_troops_text_Overlord					"[city_nameA] 需要您的部队援助!"
PHRASE_CONDENSED_request_troops_remind_first_Overlord				"[city_nameA] 需要您的部队快点去援助!"
PHRASE_CONDENSED_request_troops_remind_last_Overlord				"[city_nameA] 需要您的部队现在就去帮忙!"
PHRASE_CONDENSED_request_troops_early_Overlord					"您的部队提前到达!"
PHRASE_CONDENSED_request_troops_comply_Overlord					"您的部队按时到达!"
PHRASE_CONDENSED_request_troops_late_Overlord					"您的部队去晚了!"
PHRASE_CONDENSED_request_troops_refuse_Overlord					"您拒绝派出部队!"
PHRASE_CONDENSED_request_troops_lost_reason_Overlord				"[city_nameA] 打了败仗!"
PHRASE_CONDENSED_request_troops_no_reason_Overlord				"要求部队"						
;**********
PHRASE_request_troops_title_Rival					"[city_nameA] 要求派部队"
PHRASE_request_troops_spy_Rival					"万岁 [player_name]! 由于大批入侵者就要进攻他们的城市, 我们的密探预见到 [city_nameA] 很快将需要我们的援助."
PHRASE_request_troops_text_Rival					"哦 [player_name]!  邪恶的城市进攻我们雄伟的的城市 [city_nameA], 我们强烈要求您派兵支援."
PHRASE_request_troops_remind_first_Rival				"别忘了派部队来!  我们伟大的城市 [city_nameA] 需要他们!"
PHRASE_request_troops_remind_last_Rival				"派出您的部队!  我们伟大的城市 [city_nameA] 马上就要用到他们了!"
PHRASE_request_troops_early_Rival					"您的部队提前到达!  做得好!"
PHRASE_request_troops_comply_Rival					"您的部队按时到达!  我们非常高兴!"
PHRASE_request_troops_late_Rival					"您的部队到晚了!  下次您应该更积极点, 要不然....!"
PHRASE_request_troops_refuse_Rival					"拒绝我!?!??!  您对我们一点儿用也没有!  或许我们应该强迫您!"
PHRASE_request_troops_lost_reason_Rival				"由于您我们打了败仗!"
PHRASE_request_troops_no_reason_Rival				"我们需要帮助"

PHRASE_CONDENSED_request_troops_title_Rival					"[city_nameA] 要求派部队"			
PHRASE_CONDENSED_request_troops_spy_Rival					"密探报告 [city_nameA] 将被攻击"		
PHRASE_CONDENSED_request_troops_text_Rival					"[city_nameA] 需要您的部队援助!"				
PHRASE_CONDENSED_request_troops_remind_first_Rival				"[city_nameA] 需要您的部队快点去援助!"			
PHRASE_CONDENSED_request_troops_remind_last_Rival				"[city_nameA] 需要您的部队现在就去帮忙!"			
PHRASE_CONDENSED_request_troops_early_Rival					"您的部队提前到达!"				
PHRASE_CONDENSED_request_troops_comply_Rival					"您的部队按时到达!"				
PHRASE_CONDENSED_request_troops_late_Rival					"您的部队去晚了!"				
PHRASE_CONDENSED_request_troops_refuse_Rival					"您拒绝派出部队!"				
PHRASE_CONDENSED_request_troops_lost_reason_Rival				"[city_nameA] 打了败仗!"			
PHRASE_CONDENSED_request_troops_no_reason_Rival					"要求部队"						
;**********

PHRASE_request_troops_title_Ally					"[city_nameA] 要求派部队"
PHRASE_request_troops_spy_Ally					"万岁 [player_name]! 由于大批入侵者就要进攻他们的城市, 我们的密探预见到 [city_nameA] 很快将需要我们的援助."
PHRASE_request_troops_text_Ally					"善良的 [player_name]!  我们担忧邪恶的邻近城市就要进攻我们的 [city_nameA], 因此要求您立刻派部队来帮助我们."
PHRASE_request_troops_remind_first_Ally				"别忘了派部队来!  我们伟大的城市 [city_nameA] 需要他们!"
PHRASE_request_troops_remind_last_Ally				"派出您的部队!  我们伟大的城市 [city_nameA] 马上就要用到他们了!"
PHRASE_request_troops_early_Ally					"您的部队提前到达!  做得好!"
PHRASE_request_troops_comply_Ally					"您的部队按时到达!  我们非常高兴!"
PHRASE_request_troops_late_Ally					"您的部队到晚了!  下次您应该更积极点, 要不然....!"
PHRASE_request_troops_refuse_Ally					"拒绝我!?!??!  您对我们一点儿用也没有!  或许我们应该强迫您!"
PHRASE_request_troops_lost_reason_Ally				"由于您我们打了败仗!"
PHRASE_request_troops_no_reason_Ally				"我们需要帮助"

PHRASE_CONDENSED_request_troops_title_Ally			"[city_nameA] 要求派部队"				
PHRASE_CONDENSED_request_troops_spy_Ally				"密探报告 [city_nameA] 将被攻击"			
PHRASE_CONDENSED_request_troops_text_Ally				"[city_nameA] 需要您的部队援助!"					
PHRASE_CONDENSED_request_troops_remind_first_Ally			"[city_nameA] 需要您的部队快点去援助!"				
PHRASE_CONDENSED_request_troops_remind_last_Ally			"[city_nameA] 需要您的部队现在就去帮忙!"				
PHRASE_CONDENSED_request_troops_early_Ally				"您的部队提前到达!"					
PHRASE_CONDENSED_request_troops_comply_Ally				"您的部队按时到达!"					
PHRASE_CONDENSED_request_troops_late_Ally				"您的部队去晚了!"					
PHRASE_CONDENSED_request_troops_refuse_Ally				"您拒绝派出部队!"					
PHRASE_CONDENSED_request_troops_lost_reason_Ally			"[city_nameA] 打了败仗!"				
PHRASE_CONDENSED_request_troops_no_reason_Ally				"要求部队"						


;******************** Please Strike Them ********************
PHRASE_request_strike_title						"[city_nameA] 要求进攻"
PHRASE_request_strike_text_D						"我的仆人 [player_name]! 我们非常不喜欢 [rival_city_name] 的行为!  立刻派部队去征服他们!"
PHRASE_request_strike_text_S						"享有声誉的 [player_name]! 我们非常不喜欢 [rival_city_name] 的行为!  请立刻派部队去征服他们!"
PHRASE_request_strike_reason						"N/A"

PHRASE_CONDENSED_request_strike_title				"[city_nameA] 要求进攻"
PHRASE_CONDENSED_request_strike_text_D				"立刻进攻 [rival_city_name]!"
PHRASE_CONDENSED_request_strike_text_S				"请进攻 [rival_city_name]!"
PHRASE_CONDENSED_request_strike_reason				"N/A"

;********************Broken alliance********************
PHRASE_broken_alliance_title						"同盟破裂"
PHRASE_broken_alliance_text						"坏消息, 高贵的 [player_name]! 叛逆 [rival_city_name] 已经不再与我们结盟!"
PHRASE_broken_alliance_reason						"N/A"

PHRASE_CONDENSED_broken_alliance_title				"同盟破裂"									    
PHRASE_CONDENSED_broken_alliance_text				"[rival_city_name] 打破盟约!"
PHRASE_CONDENSED_broken_alliance_reason				"N/A"

;********************New alliance********************
PHRASE_new_alliance_title						"新同盟"
PHRASE_new_alliance_text						"享有声誉的 [player_name]! 我们的新朋友 [rival_city_name] 已经与我们建立同盟关系!"
PHRASE_new_alliance_reason						"N/A"

PHRASE_CONDENSED_new_alliance_title					"新同盟"										     
PHRASE_CONDENSED_new_alliance_text					"[rival_city_name] 与我们结盟!"
PHRASE_CONDENSED_new_alliance_reason				"N/A"

;********************New alliance********************
PHRASE_no_overlord_title						"领主被打倒!"
PHRASE_no_overlord_text							"强大的 [player_name]! 邪恶的领主 [rival_city_name] 被打倒了! 我们又自由了!"
PHRASE_no_overlord_reason						"N/A"

PHRASE_CONDENSED_no_overlord_title					"没有领主"										     
PHRASE_CONDENSED_no_overlord_text					"[rival_city_name] 不再有领主了!"
PHRASE_CONDENSED_no_overlord_reason					"N/A"

;********************Boon Messages********************
PHRASE_Boon_Gift_Title					"新年礼物"
PHRASE_Boon_Gift_None					"哎呀伟大的 [player_name]! 真不幸, 在您的生肖年里, 神仙们却找不到什么可以送给当礼物的东西."
PHRASE_Boon_Gift_Only_Comm				"真幸运 [player_name]! 对您来说是多么快乐的一年啊! 神仙们把许多 [item] 放入了您的仓库!"
PHRASE_Boon_Gift_Only_Animal				"真幸运 [player_name]! 对您来说是多么幸福的一年啊! 神仙们把神奇的 [animal] 送进了您的皇宫动物园!"
PHRASE_Boon_Gift_Both        				"高贵的 [player_name]! 对您来说是多么幸运的一年啊! 神仙们把许多 [item] 放进您的仓库, 还把一只神奇的 [animal] 送进您的皇宫动物园!"
PHRASE_Boon_Reason					"新年恩惠"

;********************
PHRASE_Boon_Costs_Text_Wood				"最博学的 [player_name]! 在今年这个您的生肖年当中, 建造伐木小屋, 石弩堡垒, 桑树, 漆树, 园艺花木和麦田的费用都降低了!"
PHRASE_Boon_Costs_Text_Fire				"最博学的 [player_name]! 在今年这个您的生肖年当中, 建造步兵堡垒, 战车堡垒, 弩兵堡垒, 武器铺和大豆地的费用都降低了!"
PHRASE_Boon_Costs_Text_Earth				"最博学的 [player_name]! 在今年这个您的生肖年当中, 建造窑窖, 粘土矿, 采石工厂, 城墙和住宅围墙, 工人营地, 以及粟子田的费用都降低了!"
PHRASE_Boon_Costs_Text_Metal				"最博学的 [player_name]! 在今年这个您的生肖年当中, 建造铸币厂, 骑兵堡垒, 铜器工厂, 冶炼厂, 高炉, 以及亚麻田的费用都降低了!"
PHRASE_Boon_Costs_Text_Water				"最博学的 [player_name]! 在今年这个您的生肖年当中, 建造水井, 盐矿, 灌溉泵和灌溉渠, 渡口, 池塘和稻田的费用都降低了!"

;********************
PHRASE_Boon_Yield_Text_Wood				"财富在敲门, [player_name]! 在今年这个您的生肖年当中, 伐木小屋, 桑树, 漆树, 和麦田的产量将非常高!"
PHRASE_Boon_Yield_Text_Fire				"财富在敲门, [player_name]! 在今年这个您的生肖年当中, 武器铺和大豆地的产量将非常高!"
PHRASE_Boon_Yield_Text_Earth				"财富在敲门, [player_name]! 在今年这个您的生肖年当中, 窑窖, 粘土矿, 采石工厂和粟子田的产量将非常高!"
PHRASE_Boon_Yield_Text_Metal				"财富在敲门, [player_name]! 在今年这个您的生肖年当中, 铸币厂, 铜器工厂, 冶炼厂, 高炉和亚麻田的产量将非常高!"
PHRASE_Boon_Yield_Text_Water				"财富在敲门, [player_name]! 在今年这个您的生肖年当中, 盐矿和农作物, 特别是水稻的产量将非常高!"

;********************
PHRASE_Boon_Defense_Text_Wood				"最幸运的 [player_name]! 在今年这个您的生肖年当中, 您的部队的士气会提高, 而您的敌人的力量会降低!"
PHRASE_Boon_Defense_Text_Fire				"最幸运的 [player_name]! 在今年这个您的生肖年当中, 您的部队的移动速度会提高, 而您的敌人的士气会降低!"
PHRASE_Boon_Defense_Text_Earth			"最幸运的 [player_name]! 在今年这个您的生肖年当中, 您的部队的耐力会提高, 而您的敌人突破您防御的能力会降低!"
PHRASE_Boon_Defense_Text_Metal			"最幸运的 [player_name]! 在今年这个您的生肖年当中, 您的部队的力量会提高, 而您的敌人的移动速度会降低!"
PHRASE_Boon_Defense_Text_Water			"最幸运的 [player_name]! 在今年这个您的生肖年当中, 您的部队的防御力会提高, 而您的敌人的破坏建筑的能力会降低!"

;********************Boon Messages********************
PHRASE_CONDENSED_Boon_Gift_Title			"新年礼物"
PHRASE_CONDENSED_Boon_Gift_None			"哎呀伟大的 [player_name]! 神仙们没有可以给您当礼物东西."
PHRASE_CONDENSED_Boon_Gift_Only_Comm		"最高贵的 [player_name]! 神仙们送给您 [item]!"
PHRASE_CONDENSED_Boon_Gift_Only_Animal		"博学的 [player_name]! 神仙们送给您的动物园一只 [animal]!"
PHRASE_CONDENSED_Boon_Gift_Both        		"最幸运的 [player_name]! 神仙们送给您 [item] 和一只 [animal]!"
PHRASE_CONDENSED_Boon_Reason				"新年恩惠"

;********************
PHRASE_CONDENSED_Boon_Costs_Text_Wood		"富有的 [player_name]! 今年建造伐木小屋, 石弩堡垒, 桑树, 漆树, 园艺花木和麦田的费用都降低了!"
PHRASE_CONDENSED_Boon_Costs_Text_Fire		"贤明的 [player_name]! 今年建造步兵堡垒, 战车堡垒, 弩兵堡垒, 武器铺和大豆地的费用都降低了!"
PHRASE_CONDENSED_Boon_Costs_Text_Earth		"谨慎的 [player_name]! 今年建造窑窖, 粘土矿, 采石工厂, 城墙和住宅围墙, 工人营地, 以及粟子田的费用都降低了!"
PHRASE_CONDENSED_Boon_Costs_Text_Metal		"富有的 [player_name]! 今年建造铸币厂, 骑兵堡垒, 铜器工厂, 冶炼厂, 高炉, 以及亚麻田的费用都降低了!"
PHRASE_CONDENSED_Boon_Costs_Text_Water		"谨慎的 [player_name]! 今年建造水井, 盐矿, 灌溉泵和灌溉渠, 渡口, 池塘和稻田的费用都降低了!"

;********************
PHRASE_CONDENSED_Boon_Yield_Text_Wood		"幸运的 [player_name]! 今年伐木小屋, 桑树, 漆树, 和麦田的产量将非常高!"
PHRASE_CONDENSED_Boon_Yield_Text_Fire		"幸运的 [player_name]! 今年武器铺和大豆地的产量将非常高!"
PHRASE_CONDENSED_Boon_Yield_Text_Earth		"幸运的 [player_name]! 今年窑窖, 粘土矿, 采石工厂和粟子田的产量将非常高!"
PHRASE_CONDENSED_Boon_Yield_Text_Metal		"幸运的 [player_name]! 今年铸币厂, 铜器工厂, 冶炼厂, 高炉和亚麻田的产量将非常高!"
PHRASE_CONDENSED_Boon_Yield_Text_Water		"幸运的 [player_name]! 今年盐矿和农作物, 特别是水稻的产量将非常高!"

;********************
PHRASE_CONDENSED_Boon_Defense_Text_Wood		"鼓舞人心的 [player_name]! 您的部队的士气会提高, 而您的敌人的力量会降低!"
PHRASE_CONDENSED_Boon_Defense_Text_Fire		"鼓舞人心的 [player_name]! 您的部队的移动速度会提高, 而您的敌人的士气会降低!"
PHRASE_CONDENSED_Boon_Defense_Text_Earth		"鼓舞人心的 [player_name]! 您的部队的耐力会提高, 而您的敌人突破您防御的能力会降低!"
PHRASE_CONDENSED_Boon_Defense_Text_Metal		"鼓舞人心的 [player_name]! 您的部队的力量会提高, 而您的敌人的移动速度会降低!"
PHRASE_CONDENSED_Boon_Defense_Text_Water		"鼓舞人心的 [player_name]! 您的部队的防御力会提高, 而您的敌人的破坏建筑的能力会降低!"


;******************** SPY REVERSED ********************
PHRASE_spy_reverse_title		"敌人密探投诚!"
PHRASE_spy_reverse_buyoff_phrase	"好消息, [player_name]!  我们在城里抓到一个来自 [city_nameA] 的敌人密探.  他为赎身交了 [amount] 现金, 而且发誓永远不再打扰我们了."
PHRASE_spy_reverse_send_phrase		"好消息, [player_name]!  我们在城里抓到一个敌人的密探, 我们知道他是从哪儿来的.  我们已经说服这个贪婪的狐狸为我们工作, 所以他返回 [city_nameA] 去为我们刺探情报了!"
